instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_category,day_name
16843,2012-12-09,Musim Dingin,1,12,13,0,0,Hari Libur,Berawan,0.38,0.3939,0.87,0.2836,65,220,285,Siang,Minggu
16844,2012-12-09,Musim Dingin,1,12,14,0,0,Hari Libur,Berawan,0.38,0.3939,0.87,0.194,42,190,232,Siang,Minggu
16845,2012-12-09,Musim Dingin,1,12,15,0,0,Hari Libur,Hujan ringan,0.36,0.3485,0.93,0.1642,25,200,225,Siang,Minggu
16846,2012-12-09,Musim Dingin,1,12,16,0,0,Hari Libur,Hujan ringan,0.36,0.3485,0.93,0.1642,33,220,253,Siang,Minggu
16847,2012-12-09,Musim Dingin,1,12,17,0,0,Hari Libur,Hujan ringan,0.36,0.3485,0.93,0.1343,20,209,229,Sore,Minggu
16848,2012-12-09,Musim Dingin,1,12,18,0,0,Hari Libur,Hujan ringan,0.36,0.3636,0.93,0.0896,17,181,198,Sore,Minggu
16849,2012-12-09,Musim Dingin,1,12,19,0,0,Hari Libur,Hujan ringan,0.38,0.3939,0.94,0.0896,12,110,122,Sore,Minggu
16850,2012-12-09,Musim Dingin,1,12,20,0,0,Hari Libur,Hujan ringan,0.36,0.3636,1.0,0.0896,6,102,108,Sore,Minggu
16851,2012-12-09,Musim Dingin,1,12,21,0,0,Hari Libur,Berawan,0.36,0.3636,1.0,0.1045,10,86,96,Malam,Minggu
16852,2012-12-09,Musim Dingin,1,12,22,0,0,Hari Libur,Hujan ringan,0.36,0.3636,0.93,0.1045,3,75,78,Malam,Minggu
16853,2012-12-09,Musim Dingin,1,12,23,0,0,Hari Libur,Hujan ringan,0.36,0.3636,1.0,0.0896,3,48,51,Malam,Minggu
16854,2012-12-10,Musim Dingin,1,12,0,0,1,Hari Kerja,Hujan ringan,0.36,0.3636,1.0,0.0896,0,20,20,Malam,Senin
16855,2012-12-10,Musim Dingin,1,12,1,0,1,Hari Kerja,Berawan,0.36,0.3788,1.0,0.0,0,4,4,Malam,Senin
16856,2012-12-10,Musim Dingin,1,12,2,0,1,Hari Kerja,Berawan,0.38,0.3939,0.94,0.1045,2,3,5,Malam,Senin
16857,2012-12-10,Musim Dingin,1,12,3,0,1,Hari Kerja,Berawan,0.38,0.3939,0.94,0.1045,0,4,4,Malam,Senin
16858,2012-12-10,Musim Dingin,1,12,4,0,1,Hari Kerja,Berawan,0.38,0.3939,0.94,0.1045,3,9,12,Malam,Senin
16859,2012-12-10,Musim Dingin,1,12,5,0,1,Hari Kerja,Berawan,0.38,0.3939,0.94,0.1045,0,27,27,Pagi,Senin
16860,2012-12-10,Musim Dingin,1,12,6,0,1,Hari Kerja,Berawan,0.38,0.3939,0.94,0.1642,2,121,123,Pagi,Senin
16861,2012-12-10,Musim Dingin,1,12,7,0,1,Hari Kerja,Berawan,0.38,0.3939,0.94,0.2537,3,291,294,Pagi,Senin
16862,2012-12-10,Musim Dingin,1,12,8,0,1,Hari Kerja,Berawan,0.42,0.4242,1.0,0.2537,9,575,584,Pagi,Senin
16863,2012-12-10,Musim Dingin,1,12,9,0,1,Hari Kerja,Berawan,0.42,0.4242,1.0,0.2239,11,273,284,Pagi,Senin
16864,2012-12-10,Musim Dingin,1,12,10,0,1,Hari Kerja,Berawan,0.44,0.4394,0.94,0.2239,12,121,133,Pagi,Senin
16865,2012-12-10,Musim Dingin,1,12,11,0,1,Hari Kerja,Hujan ringan,0.46,0.4545,0.94,0.2239,8,126,134,Pagi,Senin
16866,2012-12-10,Musim Dingin,1,12,12,0,1,Hari Kerja,Hujan ringan,0.44,0.4394,1.0,0.2239,23,150,173,Siang,Senin
16867,2012-12-10,Musim Dingin,1,12,13,0,1,Hari Kerja,Hujan ringan,0.44,0.4394,1.0,0.2239,30,190,220,Siang,Senin
16868,2012-12-10,Musim Dingin,1,12,14,0,1,Hari Kerja,Berawan,0.5,0.4848,0.94,0.2239,31,179,210,Siang,Senin
16869,2012-12-10,Musim Dingin,1,12,15,0,1,Hari Kerja,Berawan,0.5,0.4848,0.87,0.1642,29,207,236,Siang,Senin
16870,2012-12-10,Musim Dingin,1,12,16,0,1,Hari Kerja,Berawan,0.5,0.4848,0.88,0.1045,37,308,345,Siang,Senin
16871,2012-12-10,Musim Dingin,1,12,17,0,1,Hari Kerja,Berawan,0.48,0.4697,0.82,0.2836,38,578,616,Sore,Senin
16872,2012-12-10,Musim Dingin,1,12,18,0,1,Hari Kerja,Berawan,0.46,0.4545,0.88,0.2836,20,544,564,Sore,Senin
16873,2012-12-10,Musim Dingin,1,12,19,0,1,Hari Kerja,Cerah,0.52,0.5,0.77,0.2836,18,409,427,Sore,Senin
16874,2012-12-10,Musim Dingin,1,12,20,0,1,Hari Kerja,Cerah,0.46,0.4545,0.88,0.2537,13,287,300,Sore,Senin
16875,2012-12-10,Musim Dingin,1,12,21,0,1,Hari Kerja,Berawan,0.46,0.4545,0.94,0.194,21,224,245,Malam,Senin
16876,2012-12-10,Musim Dingin,1,12,22,0,1,Hari Kerja,Berawan,0.5,0.4848,0.82,0.2239,11,115,126,Malam,Senin
16877,2012-12-10,Musim Dingin,1,12,23,0,1,Hari Kerja,Cerah,0.46,0.4545,0.88,0.2537,8,76,84,Malam,Senin
16878,2012-12-11,Musim Dingin,1,12,0,0,2,Hari Kerja,Hujan ringan,0.46,0.4545,0.77,0.4627,2,29,31,Malam,Selasa
16879,2012-12-11,Musim Dingin,1,12,1,0,2,Hari Kerja,Cerah,0.42,0.4242,0.71,0.4478,1,7,8,Malam,Selasa
16880,2012-12-11,Musim Dingin,1,12,2,0,2,Hari Kerja,Berawan,0.4,0.4091,0.66,0.3284,0,1,1,Malam,Selasa
16881,2012-12-11,Musim Dingin,1,12,3,0,2,Hari Kerja,Hujan ringan,0.36,0.3333,0.76,0.2836,0,3,3,Malam,Selasa
16882,2012-12-11,Musim Dingin,1,12,4,0,2,Hari Kerja,Berawan,0.34,0.3182,0.76,0.2836,0,8,8,Malam,Selasa
16883,2012-12-11,Musim Dingin,1,12,5,0,2,Hari Kerja,Hujan ringan,0.34,0.303,0.71,0.3284,1,40,41,Pagi,Selasa
16884,2012-12-11,Musim Dingin,1,12,6,0,2,Hari Kerja,Berawan,0.34,0.303,0.71,0.2985,0,118,118,Pagi,Selasa
16885,2012-12-11,Musim Dingin,1,12,7,0,2,Hari Kerja,Cerah,0.34,0.303,0.66,0.4179,8,372,380,Pagi,Selasa
16886,2012-12-11,Musim Dingin,1,12,8,0,2,Hari Kerja,Berawan,0.34,0.303,0.61,0.2985,16,708,724,Pagi,Selasa
16887,2012-12-11,Musim Dingin,1,12,9,0,2,Hari Kerja,Cerah,0.34,0.303,0.61,0.3881,12,322,334,Pagi,Selasa
16888,2012-12-11,Musim Dingin,1,12,10,0,2,Hari Kerja,Cerah,0.36,0.3333,0.57,0.3284,12,142,154,Pagi,Selasa
16889,2012-12-11,Musim Dingin,1,12,11,0,2,Hari Kerja,Berawan,0.36,0.3333,0.53,0.3582,28,145,173,Pagi,Selasa
16890,2012-12-11,Musim Dingin,1,12,12,0,2,Hari Kerja,Berawan,0.36,0.3182,0.53,0.4478,13,213,226,Siang,Selasa
16891,2012-12-11,Musim Dingin,1,12,13,0,2,Hari Kerja,Berawan,0.38,0.3939,0.5,0.2239,28,226,254,Siang,Selasa
16892,2012-12-11,Musim Dingin,1,12,14,0,2,Hari Kerja,Berawan,0.38,0.3939,0.5,0.2239,19,185,204,Siang,Selasa
16893,2012-12-11,Musim Dingin,1,12,15,0,2,Hari Kerja,Berawan,0.38,0.3939,0.5,0.2239,20,250,270,Siang,Selasa
16894,2012-12-11,Musim Dingin,1,12,16,0,2,Hari Kerja,Berawan,0.38,0.3939,0.5,0.2239,24,334,358,Siang,Selasa
16895,2012-12-11,Musim Dingin,1,12,17,0,2,Hari Kerja,Cerah,0.32,0.303,0.53,0.2239,21,580,601,Sore,Selasa
16896,2012-12-11,Musim Dingin,1,12,18,0,2,Hari Kerja,Cerah,0.32,0.303,0.53,0.2239,23,523,546,Sore,Selasa
16897,2012-12-11,Musim Dingin,1,12,19,0,2,Hari Kerja,Cerah,0.32,0.303,0.53,0.2239,21,412,433,Sore,Selasa
16898,2012-12-11,Musim Dingin,1,12,20,0,2,Hari Kerja,Cerah,0.32,0.303,0.53,0.2239,9,248,257,Sore,Selasa
16899,2012-12-11,Musim Dingin,1,12,21,0,2,Hari Kerja,Cerah,0.32,0.3182,0.53,0.194,14,193,207,Malam,Selasa
16900,2012-12-11,Musim Dingin,1,12,22,0,2,Hari Kerja,Cerah,0.3,0.2879,0.56,0.2239,6,100,106,Malam,Selasa
16901,2012-12-11,Musim Dingin,1,12,23,0,2,Hari Kerja,Cerah,0.3,0.2879,0.52,0.2239,4,60,64,Malam,Selasa
16902,2012-12-12,Musim Dingin,1,12,0,0,3,Hari Kerja,Cerah,0.3,0.303,0.52,0.1642,1,33,34,Malam,Rabu
16903,2012-12-12,Musim Dingin,1,12,1,0,3,Hari Kerja,Cerah,0.28,0.2727,0.61,0.2239,3,18,21,Malam,Rabu
16904,2012-12-12,Musim Dingin,1,12,2,0,3,Hari Kerja,Cerah,0.28,0.2727,0.56,0.1642,5,4,9,Malam,Rabu
16905,2012-12-12,Musim Dingin,1,12,3,0,3,Hari Kerja,Cerah,0.26,0.2727,0.6,0.1343,3,7,10,Malam,Rabu
16906,2012-12-12,Musim Dingin,1,12,4,0,3,Hari Kerja,Cerah,0.26,0.303,0.6,0.0,0,4,4,Malam,Rabu
16907,2012-12-12,Musim Dingin,1,12,5,0,3,Hari Kerja,Cerah,0.26,0.2576,0.6,0.194,0,37,37,Pagi,Rabu
16908,2012-12-12,Musim Dingin,1,12,6,0,3,Hari Kerja,Berawan,0.26,0.2424,0.6,0.2537,2,126,128,Pagi,Rabu
16909,2012-12-12,Musim Dingin,1,12,7,0,3,Hari Kerja,Berawan,0.26,0.2576,0.6,0.194,3,366,369,Pagi,Rabu
16910,2012-12-12,Musim Dingin,1,12,8,0,3,Hari Kerja,Berawan,0.26,0.2576,0.65,0.1642,18,670,688,Pagi,Rabu
16911,2012-12-12,Musim Dingin,1,12,9,0,3,Hari Kerja,Berawan,0.28,0.2879,0.61,0.1343,13,272,285,Pagi,Rabu
16912,2012-12-12,Musim Dingin,1,12,10,0,3,Hari Kerja,Berawan,0.3,0.303,0.56,0.1642,20,116,136,Pagi,Rabu
16913,2012-12-12,Musim Dingin,1,12,11,0,3,Hari Kerja,Berawan,0.32,0.303,0.49,0.2239,24,148,172,Pagi,Rabu
16914,2012-12-12,Musim Dingin,1,12,12,0,3,Hari Kerja,Berawan,0.34,0.3636,0.42,0.0,14,218,232,Siang,Rabu
16915,2012-12-12,Musim Dingin,1,12,13,0,3,Hari Kerja,Berawan,0.34,0.3636,0.42,0.0,18,220,238,Siang,Rabu
16916,2012-12-12,Musim Dingin,1,12,14,0,3,Hari Kerja,Berawan,0.34,0.3636,0.46,0.0,34,191,225,Siang,Rabu
16917,2012-12-12,Musim Dingin,1,12,15,0,3,Hari Kerja,Berawan,0.34,0.3485,0.46,0.1045,21,207,228,Siang,Rabu
16918,2012-12-12,Musim Dingin,1,12,16,0,3,Hari Kerja,Berawan,0.34,0.3333,0.46,0.1343,19,310,329,Siang,Rabu
16919,2012-12-12,Musim Dingin,1,12,17,0,3,Hari Kerja,Berawan,0.32,0.303,0.53,0.2239,21,540,561,Sore,Rabu
16920,2012-12-12,Musim Dingin,1,12,18,0,3,Hari Kerja,Berawan,0.32,0.303,0.49,0.2239,25,515,540,Sore,Rabu
16921,2012-12-12,Musim Dingin,1,12,19,0,3,Hari Kerja,Berawan,0.3,0.2879,0.56,0.2239,18,384,402,Sore,Rabu
16922,2012-12-12,Musim Dingin,1,12,20,0,3,Hari Kerja,Cerah,0.3,0.2879,0.52,0.2836,25,243,268,Sore,Rabu
16923,2012-12-12,Musim Dingin,1,12,21,0,3,Hari Kerja,Berawan,0.3,0.2879,0.52,0.2537,16,186,202,Malam,Rabu
16924,2012-12-12,Musim Dingin,1,12,22,0,3,Hari Kerja,Berawan,0.3,0.2879,0.52,0.2239,4,118,122,Malam,Rabu
16925,2012-12-12,Musim Dingin,1,12,23,0,3,Hari Kerja,Berawan,0.28,0.2727,0.56,0.2239,3,76,79,Malam,Rabu
16926,2012-12-13,Musim Dingin,1,12,0,0,4,Hari Kerja,Berawan,0.28,0.2727,0.52,0.2239,1,31,32,Malam,Kamis
16927,2012-12-13,Musim Dingin,1,12,1,0,4,Hari Kerja,Berawan,0.28,0.2576,0.52,0.2836,4,19,23,Malam,Kamis
16928,2012-12-13,Musim Dingin,1,12,2,0,4,Hari Kerja,Berawan,0.26,0.2424,0.56,0.2537,3,5,8,Malam,Kamis
16929,2012-12-13,Musim Dingin,1,12,3,0,4,Hari Kerja,Berawan,0.26,0.2424,0.56,0.2836,0,2,2,Malam,Kamis
16930,2012-12-13,Musim Dingin,1,12,4,0,4,Hari Kerja,Berawan,0.26,0.2576,0.56,0.194,0,8,8,Malam,Kamis
16931,2012-12-13,Musim Dingin,1,12,5,0,4,Hari Kerja,Berawan,0.26,0.2576,0.56,0.1642,2,31,33,Pagi,Kamis
16932,2012-12-13,Musim Dingin,1,12,6,0,4,Hari Kerja,Cerah,0.26,0.2424,0.56,0.2537,2,112,114,Pagi,Kamis
16933,2012-12-13,Musim Dingin,1,12,7,0,4,Hari Kerja,Cerah,0.24,0.2273,0.6,0.2239,5,380,385,Pagi,Kamis
16934,2012-12-13,Musim Dingin,1,12,8,0,4,Hari Kerja,Cerah,0.24,0.2273,0.6,0.194,24,655,679,Pagi,Kamis
16935,2012-12-13,Musim Dingin,1,12,9,0,4,Hari Kerja,Cerah,0.28,0.2727,0.52,0.2537,25,300,325,Pagi,Kamis
16936,2012-12-13,Musim Dingin,1,12,10,0,4,Hari Kerja,Cerah,0.32,0.303,0.45,0.2836,28,139,167,Pagi,Kamis
16937,2012-12-13,Musim Dingin,1,12,11,0,4,Hari Kerja,Cerah,0.34,0.3182,0.42,0.2537,25,164,189,Pagi,Kamis
16938,2012-12-13,Musim Dingin,1,12,12,0,4,Hari Kerja,Cerah,0.36,0.3333,0.4,0.2537,30,252,282,Siang,Kamis
16939,2012-12-13,Musim Dingin,1,12,13,0,4,Hari Kerja,Cerah,0.36,0.3485,0.34,0.194,41,230,271,Siang,Kamis
16940,2012-12-13,Musim Dingin,1,12,14,0,4,Hari Kerja,Cerah,0.36,0.3485,0.34,0.1642,31,211,242,Siang,Kamis
16941,2012-12-13,Musim Dingin,1,12,15,0,4,Hari Kerja,Cerah,0.36,0.3485,0.34,0.1343,40,240,280,Siang,Kamis
16942,2012-12-13,Musim Dingin,1,12,16,0,4,Hari Kerja,Cerah,0.34,0.3485,0.39,0.1045,50,356,406,Siang,Kamis
16943,2012-12-13,Musim Dingin,1,12,17,0,4,Hari Kerja,Cerah,0.32,0.3333,0.42,0.1045,43,507,550,Sore,Kamis
16944,2012-12-13,Musim Dingin,1,12,18,0,4,Hari Kerja,Cerah,0.32,0.3333,0.42,0.1045,20,446,466,Sore,Kamis
16945,2012-12-13,Musim Dingin,1,12,19,0,4,Hari Kerja,Cerah,0.3,0.303,0.45,0.1642,20,328,348,Sore,Kamis
16946,2012-12-13,Musim Dingin,1,12,20,0,4,Hari Kerja,Cerah,0.3,0.3333,0.45,0.0,6,235,241,Sore,Kamis
16947,2012-12-13,Musim Dingin,1,12,21,0,4,Hari Kerja,Cerah,0.28,0.3182,0.48,0.0,13,200,213,Malam,Kamis
16948,2012-12-13,Musim Dingin,1,12,22,0,4,Hari Kerja,Cerah,0.26,0.2879,0.6,0.0896,7,141,148,Malam,Kamis
16949,2012-12-13,Musim Dingin,1,12,23,0,4,Hari Kerja,Cerah,0.26,0.303,0.6,0.0,5,115,120,Malam,Kamis
16950,2012-12-14,Musim Dingin,1,12,0,0,5,Hari Kerja,Cerah,0.22,0.2576,0.64,0.0896,4,43,47,Malam,Jumat
16951,2012-12-14,Musim Dingin,1,12,1,0,5,Hari Kerja,Cerah,0.22,0.2576,0.69,0.0896,0,26,26,Malam,Jumat
16952,2012-12-14,Musim Dingin,1,12,2,0,5,Hari Kerja,Cerah,0.22,0.2727,0.69,0.0,3,6,9,Malam,Jumat
16953,2012-12-14,Musim Dingin,1,12,3,0,5,Hari Kerja,Cerah,0.2,0.2273,0.69,0.1045,0,12,12,Malam,Jumat
16954,2012-12-14,Musim Dingin,1,12,4,0,5,Hari Kerja,Cerah,0.2,0.2273,0.75,0.0896,1,9,10,Malam,Jumat
16955,2012-12-14,Musim Dingin,1,12,5,0,5,Hari Kerja,Cerah,0.2,0.2273,0.69,0.1045,0,34,34,Pagi,Jumat
16956,2012-12-14,Musim Dingin,1,12,6,0,5,Hari Kerja,Cerah,0.16,0.1818,0.8,0.1045,1,112,113,Pagi,Jumat
16957,2012-12-14,Musim Dingin,1,12,7,0,5,Hari Kerja,Cerah,0.2,0.2121,0.72,0.1045,3,305,308,Pagi,Jumat
16958,2012-12-14,Musim Dingin,1,12,8,0,5,Hari Kerja,Cerah,0.2,0.2273,0.69,0.0896,13,623,636,Pagi,Jumat
16959,2012-12-14,Musim Dingin,1,12,9,0,5,Hari Kerja,Cerah,0.24,0.2424,0.75,0.1343,13,330,343,Pagi,Jumat
16960,2012-12-14,Musim Dingin,1,12,10,0,5,Hari Kerja,Cerah,0.26,0.2576,0.81,0.194,28,162,190,Pagi,Jumat
16961,2012-12-14,Musim Dingin,1,12,11,0,5,Hari Kerja,Cerah,0.32,0.303,0.65,0.194,31,180,211,Pagi,Jumat
16962,2012-12-14,Musim Dingin,1,12,12,0,5,Hari Kerja,Cerah,0.36,0.3485,0.5,0.194,29,244,273,Siang,Jumat
16963,2012-12-14,Musim Dingin,1,12,13,0,5,Hari Kerja,Cerah,0.36,0.3485,0.5,0.2239,39,274,313,Siang,Jumat
16964,2012-12-14,Musim Dingin,1,12,14,0,5,Hari Kerja,Cerah,0.4,0.4091,0.43,0.194,48,251,299,Siang,Jumat
16965,2012-12-14,Musim Dingin,1,12,15,0,5,Hari Kerja,Cerah,0.4,0.4091,0.47,0.1642,57,252,309,Siang,Jumat
16966,2012-12-14,Musim Dingin,1,12,16,0,5,Hari Kerja,Cerah,0.38,0.3939,0.54,0.194,45,372,417,Siang,Jumat
16967,2012-12-14,Musim Dingin,1,12,17,0,5,Hari Kerja,Cerah,0.34,0.3333,0.57,0.1642,40,582,622,Sore,Jumat
16968,2012-12-14,Musim Dingin,1,12,18,0,5,Hari Kerja,Cerah,0.36,0.3485,0.46,0.1343,23,432,455,Sore,Jumat
16969,2012-12-14,Musim Dingin,1,12,19,0,5,Hari Kerja,Cerah,0.34,0.3485,0.53,0.0896,17,302,319,Sore,Jumat
16970,2012-12-14,Musim Dingin,1,12,20,0,5,Hari Kerja,Cerah,0.32,0.3333,0.61,0.1343,12,209,221,Sore,Jumat
16971,2012-12-14,Musim Dingin,1,12,21,0,5,Hari Kerja,Cerah,0.3,0.303,0.75,0.1642,7,165,172,Malam,Jumat
16972,2012-12-14,Musim Dingin,1,12,22,0,5,Hari Kerja,Cerah,0.28,0.2879,0.75,0.1045,4,134,138,Malam,Jumat
16973,2012-12-14,Musim Dingin,1,12,23,0,5,Hari Kerja,Cerah,0.28,0.303,0.75,0.0896,11,123,134,Malam,Jumat
16974,2012-12-15,Musim Dingin,1,12,0,0,6,Hari Libur,Cerah,0.3,0.3333,0.7,0.0,4,90,94,Malam,Sabtu
16975,2012-12-15,Musim Dingin,1,12,1,0,6,Hari Libur,Berawan,0.26,0.2879,0.81,0.0896,9,86,95,Malam,Sabtu
16976,2012-12-15,Musim Dingin,1,12,2,0,6,Hari Libur,Cerah,0.26,0.303,0.81,0.0,6,63,69,Malam,Sabtu
16977,2012-12-15,Musim Dingin,1,12,3,0,6,Hari Libur,Berawan,0.24,0.2879,0.81,0.0,5,18,23,Malam,Sabtu
16978,2012-12-15,Musim Dingin,1,12,4,0,6,Hari Libur,Berawan,0.24,0.2576,0.87,0.1045,1,5,6,Malam,Sabtu
16979,2012-12-15,Musim Dingin,1,12,5,0,6,Hari Libur,Berawan,0.26,0.303,0.75,0.0,0,3,3,Pagi,Sabtu
16980,2012-12-15,Musim Dingin,1,12,6,0,6,Hari Libur,Berawan,0.24,0.2879,0.75,0.0,0,11,11,Pagi,Sabtu
16981,2012-12-15,Musim Dingin,1,12,7,0,6,Hari Libur,Berawan,0.24,0.2576,0.75,0.0896,1,47,48,Pagi,Sabtu
16982,2012-12-15,Musim Dingin,1,12,8,0,6,Hari Libur,Berawan,0.26,0.2879,0.75,0.0896,8,111,119,Pagi,Sabtu
16983,2012-12-15,Musim Dingin,1,12,9,0,6,Hari Libur,Cerah,0.26,0.2727,0.75,0.1045,17,203,220,Pagi,Sabtu
16984,2012-12-15,Musim Dingin,1,12,10,0,6,Hari Libur,Cerah,0.32,0.3182,0.61,0.1642,23,250,273,Pagi,Sabtu
16985,2012-12-15,Musim Dingin,1,12,11,0,6,Hari Libur,Cerah,0.34,0.3485,0.61,0.0896,66,327,393,Pagi,Sabtu
16986,2012-12-15,Musim Dingin,1,12,12,0,6,Hari Libur,Cerah,0.38,0.3939,0.5,0.0896,89,364,453,Siang,Sabtu
16987,2012-12-15,Musim Dingin,1,12,13,0,6,Hari Libur,Cerah,0.38,0.3939,0.54,0.2537,88,368,456,Siang,Sabtu
16988,2012-12-15,Musim Dingin,1,12,14,0,6,Hari Libur,Cerah,0.4,0.4091,0.5,0.1642,92,334,426,Siang,Sabtu
16989,2012-12-15,Musim Dingin,1,12,15,0,6,Hari Libur,Cerah,0.42,0.4242,0.47,0.0,95,352,447,Siang,Sabtu
16990,2012-12-15,Musim Dingin,1,12,16,0,6,Hari Libur,Cerah,0.4,0.4091,0.5,0.1343,85,328,413,Siang,Sabtu
16991,2012-12-15,Musim Dingin,1,12,17,0,6,Hari Libur,Cerah,0.4,0.4091,0.5,0.2239,35,274,309,Sore,Sabtu
16992,2012-12-15,Musim Dingin,1,12,18,0,6,Hari Libur,Cerah,0.38,0.3939,0.58,0.1642,40,232,272,Sore,Sabtu
16993,2012-12-15,Musim Dingin,1,12,19,0,6,Hari Libur,Cerah,0.36,0.3485,0.62,0.1343,32,225,257,Sore,Sabtu
16994,2012-12-15,Musim Dingin,1,12,20,0,6,Hari Libur,Berawan,0.36,0.3485,0.57,0.194,23,178,201,Sore,Sabtu
16995,2012-12-15,Musim Dingin,1,12,21,0,6,Hari Libur,Cerah,0.36,0.3485,0.62,0.1343,15,169,184,Malam,Sabtu
16996,2012-12-15,Musim Dingin,1,12,22,0,6,Hari Libur,Cerah,0.36,0.3485,0.62,0.194,22,134,156,Malam,Sabtu
16997,2012-12-15,Musim Dingin,1,12,23,0,6,Hari Libur,Berawan,0.36,0.3485,0.62,0.1343,11,108,119,Malam,Sabtu
16998,2012-12-16,Musim Dingin,1,12,0,0,0,Hari Libur,Berawan,0.36,0.3788,0.62,0.0,8,102,110,Malam,Minggu
16999,2012-12-16,Musim Dingin,1,12,1,0,0,Hari Libur,Hujan ringan,0.34,0.3485,0.76,0.1045,14,82,96,Malam,Minggu
17000,2012-12-16,Musim Dingin,1,12,2,0,0,Hari Libur,Berawan,0.34,0.3485,0.87,0.0896,8,79,87,Malam,Minggu
17001,2012-12-16,Musim Dingin,1,12,3,0,0,Hari Libur,Berawan,0.34,0.3333,0.87,0.194,1,37,38,Malam,Minggu
17002,2012-12-16,Musim Dingin,1,12,4,0,0,Hari Libur,Berawan,0.34,0.3636,0.87,0.0,1,10,11,Malam,Minggu
17003,2012-12-16,Musim Dingin,1,12,5,0,0,Hari Libur,Berawan,0.34,0.3636,0.87,0.0,0,9,9,Pagi,Minggu
17004,2012-12-16,Musim Dingin,1,12,6,0,0,Hari Libur,Berawan,0.34,0.3636,0.87,0.0,0,6,6,Pagi,Minggu
17005,2012-12-16,Musim Dingin,1,12,7,0,0,Hari Libur,Berawan,0.34,0.3485,0.87,0.0896,5,22,27,Pagi,Minggu
17006,2012-12-16,Musim Dingin,1,12,8,0,0,Hari Libur,Berawan,0.36,0.3485,0.87,0.1343,12,76,88,Pagi,Minggu
17007,2012-12-16,Musim Dingin,1,12,9,0,0,Hari Libur,Berawan,0.36,0.3485,0.87,0.1343,19,113,132,Pagi,Minggu
17008,2012-12-16,Musim Dingin,1,12,10,0,0,Hari Libur,Berawan,0.36,0.3485,0.87,0.1343,42,215,257,Pagi,Minggu
17009,2012-12-16,Musim Dingin,1,12,11,0,0,Hari Libur,Berawan,0.36,0.3485,0.87,0.1343,47,248,295,Pagi,Minggu
17010,2012-12-16,Musim Dingin,1,12,12,0,0,Hari Libur,Berawan,0.38,0.3939,0.82,0.194,67,350,417,Siang,Minggu
17011,2012-12-16,Musim Dingin,1,12,13,0,0,Hari Libur,Berawan,0.38,0.3939,0.76,0.194,67,289,356,Siang,Minggu
17012,2012-12-16,Musim Dingin,1,12,14,0,0,Hari Libur,Berawan,0.38,0.3939,0.76,0.1343,50,260,310,Siang,Minggu
17013,2012-12-16,Musim Dingin,1,12,15,0,0,Hari Libur,Berawan,0.38,0.3939,0.82,0.1045,46,292,338,Siang,Minggu
17014,2012-12-16,Musim Dingin,1,12,16,0,0,Hari Libur,Berawan,0.38,0.3939,0.82,0.1045,66,334,400,Siang,Minggu
17015,2012-12-16,Musim Dingin,1,12,17,0,0,Hari Libur,Berawan,0.38,0.3939,0.82,0.1045,29,214,243,Sore,Minggu
17016,2012-12-16,Musim Dingin,1,12,18,0,0,Hari Libur,Hujan ringan,0.38,0.3939,0.82,0.1045,8,99,107,Sore,Minggu
17017,2012-12-16,Musim Dingin,1,12,19,0,0,Hari Libur,Cerah,0.36,0.3485,0.93,0.1343,10,99,109,Sore,Minggu
17018,2012-12-16,Musim Dingin,1,12,20,0,0,Hari Libur,Berawan,0.38,0.3939,0.82,0.0,14,108,122,Sore,Minggu
17019,2012-12-16,Musim Dingin,1,12,21,0,0,Hari Libur,Berawan,0.36,0.3788,0.93,0.0,14,92,106,Malam,Minggu
17020,2012-12-16,Musim Dingin,1,12,22,0,0,Hari Libur,Berawan,0.4,0.4091,0.82,0.194,6,83,89,Malam,Minggu
17021,2012-12-16,Musim Dingin,1,12,23,0,0,Hari Libur,Berawan,0.36,0.3485,0.93,0.1343,4,29,33,Malam,Minggu
17022,2012-12-17,Musim Dingin,1,12,0,0,1,Hari Kerja,Berawan,0.38,0.3939,0.87,0.0,2,26,28,Malam,Senin
17023,2012-12-17,Musim Dingin,1,12,1,0,1,Hari Kerja,Berawan,0.38,0.3939,0.87,0.1045,1,14,15,Malam,Senin
17024,2012-12-17,Musim Dingin,1,12,2,0,1,Hari Kerja,Berawan,0.38,0.3939,0.94,0.0,1,4,5,Malam,Senin
17025,2012-12-17,Musim Dingin,1,12,3,0,1,Hari Kerja,Berawan,0.36,0.3788,0.93,0.0,0,3,3,Malam,Senin
17026,2012-12-17,Musim Dingin,1,12,4,0,1,Hari Kerja,Hujan ringan,0.36,0.3788,1.0,0.0,2,3,5,Malam,Senin
17027,2012-12-17,Musim Dingin,1,12,5,0,1,Hari Kerja,Berawan,0.38,0.3939,0.87,0.0,0,24,24,Pagi,Senin
17028,2012-12-17,Musim Dingin,1,12,6,0,1,Hari Kerja,Berawan,0.36,0.3485,0.93,0.1343,1,107,108,Pagi,Senin
17029,2012-12-17,Musim Dingin,1,12,7,0,1,Hari Kerja,Berawan,0.36,0.3485,0.93,0.1343,5,314,319,Pagi,Senin
17030,2012-12-17,Musim Dingin,1,12,8,0,1,Hari Kerja,Berawan,0.38,0.3939,0.87,0.1045,10,582,592,Pagi,Senin
